8444 28213
7864 3891 270
5319 3611 374
3268 952 493
6330 1302 786
6458 4546 -796
2589 8288 48
7053 4127 -781
7588 6507 769
2613 6740 -828
553 1788 -238
464 4473 -784
8217 3955 -84
4931 4432 950
6935 379 678
3739 3908 -399
2646 4606 102
4116 226 -108
1058 4119 -318
2762 6636 -254
7059 5489 285
6761 709 -875
1372 4559 524
2428 6664 -833
4631 615 730
4933 7970 -80
5580 6058 804
1014 6989 -341
5058 2321 314
4612 5241 -962
5160 6190 946
539 12 902
3087 7578 395
4853 6762 -799
7365 7150 -771
2922 265 55
357 6897 -725
4254 5103 -412
470 2084 -341
5929 8344 55
6488 5570 -755
1654 7672 203
1730 1119 628
3500 4321 -934
3601 3755 786
5333 6690 15
6925 1091 -799
2125 390 -68
7363 7636 -328
4520 5102 828
957 1315 774
4185 4373 529
811 5525 -290
6556 1228 -61
3231 2567 -994
612 1506 -920
5499 4280 530
6212 8306 639
981 1990 -841
219 4273 -331
2395 482 660
6250 553 -99
6757 2013 -173
890 8042 378
7657 2353 -951
3018 3909 -993
5433 5740 -683
3676 1450 -935
2369 5318 799
4039 7818 220
8425 3644 84
6069 4768 688
7480 3236 735
5713 7444 407
1357 7855 233
7058 6672 80
5281 3831 -496
7266 6528 -931
3884 8375 -97
7629 5268 -119
3947 4658 -528
2141 5869 137
8341 110 -191
1048 1170 134
3339 849 -833
6131 4619 -122
7806 5471 970
5150 8075 -671
1338 6785 -754
3412 625 770
1881 35 -527
867 5822 548
1908 3461 -659
1989 5839 293
1695 1023 512
5172 3789 831
6422 5673 -660
4013 3062 828
680 702 838
4982 2952 856
7508 3299 545
91 1232 461
7499 1114 801
7174 3696 -968
5782 1721 133
7141 6646 784
6094 6170 -574
3808 820 13
8220 781 312
2412 3951 -618
3237 4097 -43
6054 6029 280
6358 4435 -461
6082 2718 749
2488 3375 400
1612 4280 359
7771 3587 -37
5401 3588 -317
5494 5029 -522
6469 2215 320
6446 5951 -963
2897 1020 -410
5837 2450 -918
2030 4460 386
4659 1374 -62
772 6639 387
2425 5117 10
6214 6792 701
7088 7586 -942
679 4801 269
2686 6294 -434
6337 4558 191
2939 424 -718
4333 3388 587
6604 3598 -100
1810 82 -285
8164 3076 -199
8202 6910 686
5290 1448 563
5108 4901 -717
6430 6056 -577
966 3395 696
1740 3588 639
107 1382 412
5998 4191 59
1004 1670 -38
4661 6134 746
3623 2550 -254
1083 7598 127
1564 2970 -839
8207 6301 -844
4797 8138 873
7422 4955 -130
4053 6801 -678
6594 6539 697
1336 5958 92
1561 7225 73
3161 267 -444
5722 3314 556
345 3384 289
4772 1638 696
8191 82 207
468 7627 753
4903 2851 -8
762 7358 -419
8233 2691 -242
7169 2418 154
8285 4348 98
3773 4571 -794
3270 4793 -717
4616 2220 -333
1837 1360 214
5000 3931 -778
21 7091 818
6168 2544 -265
2676 4126 -206
5660 7772 -647
635 1766 -952
7153 5674 -439
3490 7288 -885
3386 3827 865
8004 4701 -284
740 2460 548
4524 2175 583
1930 2220 -189
3137 2831 -75
5880 5425 84
1831 112 574
4509 7860 500
4416 5984 59
3614 4062 344
6658 6281 620
2791 4724 874
5313 7032 -395
4957 4454 -867
336 6956 777
1717 5431 -881
684 1271 630
8390 7046 -782
6779 5100 -68
6565 2291 -386
3770 5039 860
4077 3319 190
1063 7654 -899
2960 8136 -734
7481 3280 -951
2914 7066 -863
5965 7964 -766
7903 6315 375
6091 252 596
3859 7459 -105
2454 5304 387
2843 6257 -316
4060 4865 739
1518 3664 844
3467 8178 -70
4315 7772 330
5065 2602 -556
101 6745 119
7703 4118 11
7704 2079 -202
1077 6487 825
7774 426 0
3194 7169 227
4203 2943 753
7628 4254 -541
3397 8419 -684
7320 6957 -679
7947 4871 -948
2778 5874 805
1943 2483 -735
7562 2925 -624
3913 5915 -769
1850 2227 571
5897 3724 -597
2037 3856 533
7068 3133 -168
3936 5364 -138
589 3312 -921
5997 3815 -384
6202 6924 652
7494 6169 638
803 3024 -767
7987 4822 -624
2140 2029 276
3522 4828 -388
1654 6448 222
268 488 -654
6081 6193 951
2446 6398 894
450 6544 247
8038 7382 -822
3213 83 -851
7949 7536 -251
4095 8093 928
5831 6645 651
2559 5626 -616
5982 7190 266
3304 6432 88
1744 32 -259
3095 5477 -302
3140 2309 124
1069 2887 -684
4304 8101 -851
1107 2 -982
2358 287 -144
7000 5520 238
4301 1488 698
4552 1261 514
6403 1495 944
7868 6929 -712
5516 470 -930
4278 5126 -914
1899 334 746
7560 7264 901
70 4029 -869
7053 5072 572
4013 1269 -512
6665 6340 -639
1550 2279 202
2475 1149 -730
1257 4070 -571
3212 4284 778
6379 1314 -583
2551 705 -175
4926 6885 512
3202 5623 327
4015 3988 -805
8329 6982 -988
7934 1056 -483
7943 3797 -360
5003 2151 -12
7911 1381 118
2152 1899 -875
2849 626 339
1382 4484 -92
2143 1461 -150
8017 5495 994
6580 2919 167
2312 3016 334
4338 2518 577
1854 318 178
3772 3842 861
3578 4268 -255
7308 865 -691
5255 549 799
2393 2598 -256
428 7698 950
2573 4726 813
2079 5098 621
5578 6809 200
2929 5049 -58
1814 7946 -607
5412 3908 410
1798 7683 -41
8293 6488 216
1846 5433 56
8362 2598 -535
4206 1645 -777
1039 5765 522
1385 589 -180
4495 6280 -102
6488 2977 155
735 1215 -853
7143 1673 268
5461 7426 -278
6775 7651 -194
3274 98 -818
3571 3627 910
5469 5233 931
1778 753 330
517 2774 858
5943 3165 -322
1869 5000 73
5403 7433 -709
2994 4221 912
5276 8234 -308
47 2896 -992
5893 8226 -188
54 8337 -515
2495 4152 914
4241 1027 -827
3008 3557 -954
3482 6225 -585
5750 6399 -880
3460 8281 720
108 4440 752
2165 6296 -573
3075 825 -450
3047 718 -894
5638 8358 -562
7873 1104 -362
1416 8113 -189
5235 254 734
1941 5306 -714
2369 5399 -113
145 1704 -39
46 6722 -648
2120 7564 -914
4686 1408 635
1571 4429 713
6476 1224 659
2107 6640 -209
7500 1649 -47
2863 7401 -279
2022 2563 -191
6330 4026 668
4317 1047 -798
7230 3670 597
5424 3588 167
2758 4369 747
8393 480 -870
5634 4519 -169
287 3363 -719
6219 3002 -126
6680 2994 -742
8168 1324 930
1639 1891 40
5034 893 -127
6757 3957 165
8108 2447 -630
6294 5345 631
1637 4973 -307
6819 4165 952
6891 905 337
921 6104 339
1098 6562 498
2063 5606 260
7135 8124 -168
7710 2506 -23
6451 6554 854
2411 3431 53
707 2081 -944
2678 2887 -770
4878 8353 -916
3870 8439 974
854 8019 -841
1856 7806 -991
6094 535 -789
5024 467 332
6966 952 -644
2486 3857 -301
4786 2853 234
6246 2617 385
3756 3383 932
6954 3321 -458
7632 2199 463
1811 6360 -535
1662 1450 447
4031 1374 369
669 2618 871
7526 2861 -986
3940 7840 877
4149 2632 858
5635 8391 -583
3306 4435 103
7033 474 585
532 6533 329
365 6164 -394
6894 6440 212
357 5549 -872
4557 4829 265
2757 6573 -359
5766 4059 -573
2780 7064 -210
1375 5434 -454
1515 686 -687
4288 664 826
4807 2699 15
2457 8148 -258
3714 3642 -408
6208 5821 532
322 3559 176
2813 3057 -61
624 941 -688
3223 7680 829
4998 1729 -230
4218 7152 -905
1199 4808 860
868 2446 638
7624 4369 -685
671 7609 -493
5682 6516 47
4678 6477 -733
972 4573 460
5954 8041 -187
2565 5549 345
5623 6187 288
2320 2014 -391
4370 4483 -225
2274 6078 -185
6882 3729 -479
7115 4982 -637
1254 4264 138
1784 6838 134
2207 1002 440
2427 828 33
5879 5429 564
990 6165 569
861 3450 -231
4748 3670 -942
7757 4733 -792
5279 8402 -762
940 7888 311
5530 2908 434
767 2026 167
2731 8156 273
6546 7589 939
9 3991 889
7241 6751 988
1056 4535 -716
710 1046 164
5457 5472 7
2283 7946 639
7856 6997 206
920 5046 -101
216 164 24
5502 1240 777
5102 2519 318
329 7002 -714
8074 8256 192
4153 4245 665
6231 1789 533
159 1943 64
207 6108 -766
4870 539 -440
4321 1129 -58
3388 2481 194
2898 3726 277
5962 1489 87
5491 5137 -656
7151 1216 790
1879 6210 327
6569 2765 -319
1767 7466 98
1336 449 -427
7687 5221 -954
3033 2957 -956
8156 2062 -903
4031 7145 478
1862 8048 943
2932 5672 726
5980 7852 427
2547 1142 529
769 1187 89
785 3876 86
2059 2189 -251
1715 4395 516
6446 6051 260
3194 1701 -277
4777 5432 -821
4875 900 435
3429 5064 756
3570 8236 -697
4153 5274 596
8357 6697 39
3412 8422 979
218 7182 807
475 4260 -118
3492 1672 591
2778 2487 956
2934 7795 -273
7874 4526 -765
3890 8351 147
5207 7450 -466
5850 5532 13
716 7483 371
6863 1602 357
8438 2592 895
5563 5280 -248
949 8043 -731
1963 3063 866
1999 996 -725
73 797 -726
7488 5805 -399
5953 8085 497
7746 2413 472
2138 3169 34
6092 5601 871
2335 775 814
5409 4462 769
5668 2901 -968
207 5751 805
5113 2277 -345
2094 5371 136
6494 6937 -641
414 1858 793
3738 6060 -412
7352 6398 943
3645 1420 98
7621 5220 219
1047 1194 -151
201 1118 -209
7816 1197 109
2646 3790 -853
8212 8387 -71
2027 602 482
4947 7345 -470
4736 6040 96
6417 1748 122
5028 4808 540
5279 6089 -104
3378 4741 204
574 1690 355
2703 4542 -472
2698 5793 645
7369 2521 -399
2237 1903 -606
7207 2615 -880
209 4558 -530
3554 7292 -140
6267 6288 -600
7803 3538 747
6521 5385 -639
94 2108 160
246 3569 -766
1541 3004 333
5633 5505 685
755 150 -945
3762 4278 -265
5024 2828 800
5993 357 -113
5934 1062 220
6609 2624 211
1967 5409 575
4883 6962 83
2188 3636 -454
3847 2490 159
2733 5098 796
6085 5951 -701
496 3615 -940
2562 3588 -596
3222 8202 21
42 1312 915
1852 7959 911
7321 2907 -869
206 6164 -37
4759 8294 751
5342 1888 -752
6190 866 935
1054 72 -618
5685 4402 -883
2833 6286 74
7361 4283 -432
4073 4582 655
3970 6254 -51
8336 4736 569
7779 2637 -792
7698 5282 826
4909 1292 -364
372 7896 -112
8166 7867 -542
4039 7242 15
697 6734 527
8006 7209 -992
3182 2073 307
1328 2205 -860
7210 960 -685
6251 1986 -505
7878 7034 884
8019 2344 241
4517 7854 277
3147 4989 -431
4800 5473 -767
5717 4181 364
613 27 -805
3676 7835 -495
5469 7079 680
6313 6256 110
8395 6307 890
292 8223 -48
1564 3214 -642
122 5883 -374
1001 4921 681
5481 4425 801
6441 4507 -130
1614 6011 -769
1541 3541 991
7964 2323 -845
6371 7245 200
6428 2102 182
2040 2194 -244
5012 2236 827
7317 1550 -73
2147 4165 844
5516 7504 581
2907 5049 -320
4841 254 422
5015 4140 -828
5686 8192 -251
1836 1116 32
6491 4590 16
7204 7521 35
402 4305 -803
4389 55 267
3801 4012 -425
4829 1685 44
515 2026 530
4352 18 308
7838 128 -843
4230 2645 807
3566 6037 -210
3435 8036 293
726 8185 126
8227 422 -761
1928 4490 -582
348 6865 426
2658 538 -66
3747 695 641
1629 3018 854
225 6354 -753
3665 4158 915
4515 3441 321
6178 5389 33
8100 7287 -781
500 7231 275
7586 5710 -564
8128 3265 647
661 5601 -93
3730 6275 226
2020 2502 345
7110 7121 -111
6614 3117 -566
3485 5789 370
7990 894 -408
2694 405 -537
4272 572 451
449 3694 929
2218 715 -649
3226 7901 451
11 836 891
7423 452 -414
3624 8039 -129
4156 6617 615
279 2393 -222
869 190 560
7601 2512 254
5525 844 -474
4049 2358 258
4220 5937 -460
2055 6741 -669
3257 6235 53
6304 2449 964
1665 222 -89
7171 2188 688
5286 4442 -859
1444 1942 -624
8039 6689 516
1135 1980 510
4158 1196 672
3483 7906 872
6702 3381 775
3817 1075 965
851 8 620
7810 2914 -16
5666 5730 -556
2885 5349 112
7550 3835 -112
1819 8298 -339
3544 5278 -119
246 5308 -706
2106 3545 -302
370 7358 -242
5014 727 3
3642 5079 483
1599 5776 -978
5191 5289 -104
2153 4873 -311
1030 3900 -311
6687 8159 511
5686 3691 996
2286 5524 965
3283 5813 860
1011 6725 119
6318 7127 41
6332 3320 970
6336 1544 257
1731 5936 611
2072 6284 154
3930 8442 243
7973 411 -314
11 861 647
7361 2607 824
1329 6698 -441
7690 5754 -658
3915 7323 345
4346 2396 -28
889 2448 -414
2868 5538 -901
8431 6684 -691
1674 5345 58
3943 2803 -46
3245 3709 -91
6967 6584 -721
1111 6681 868
562 476 210
273 7482 -305
2755 2805 243
5099 6845 576
7811 7181 940
7425 5089 744
7597 952 -997
1336 4893 -568
8437 447 181
7800 2760 407
6338 4856 593
4700 6024 135
8212 8152 786
5789 6844 -842
6233 5662 971
2133 7539 573
381 6841 407
3950 2497 234
3863 3741 -230
3537 5345 -649
3924 3096 547
5824 4014 -157
7485 5828 -691
7805 614 -157
7623 6421 533
2723 5295 -364
5619 921 407
6063 6775 742
8026 609 -194
5453 6082 890
7329 7813 -676
3348 7591 500
3442 3756 850
1347 4707 -415
3088 764 724
8395 5680 -99
8263 7665 -121
918 5162 -713
232 5023 320
5376 803 47
2927 1724 -85
7934 5269 -87
2621 1532 162
1321 6345 -669
43 1144 -408
7038 2903 457
863 2670 673
3198 7661 -328
457 5832 971
5296 2586 -942
3574 3909 -104
6451 1492 38
1164 5423 -921
1740 6982 820
3922 7411 389
1158 1873 -599
4503 231 719
2538 5048 -332
4317 5491 -553
1403 2825 -114
7129 5340 1
7821 6679 593
2502 49 920
6441 6418 63
4021 2475 78
3518 3293 -955
6811 1125 -815
1975 7273 -246
5999 6737 -113
6278 4631 646
8219 2276 515
102 5241 -503
5439 723 -293
6543 5455 257
1951 1940 708
5310 3592 249
6675 2633 -588
3986 4154 -948
4123 1272 160
4714 6709 -982
7724 3736 -548
2970 2829 -360
7196 6460 646
4198 6617 -441
3219 2894 741
6819 1262 -857
7665 5942 -302
2215 7584 877
3994 97 654
3750 1271 -486
5817 2470 905
6496 8304 -123
7874 7672 283
4648 4961 949
5484 4755 178
8391 5370 717
5698 3528 -414
3351 670 -774
5295 4200 -553
5404 2637 192
3966 6946 -831
2139 5595 507
7838 2984 600
5254 993 -254
6398 4307 518
6038 3649 552
5845 7581 -441
7033 5637 -961
469 1464 -841
7479 6289 859
1056 1528 673
5399 2093 -742
6521 4412 -659
4660 3846 497
4401 8336 427
1022 3405 -557
8217 3437 653
6522 2853 -20
7888 2286 300
2423 7082 -591
2744 4489 850
5880 3557 -138
1497 8113 -759
7738 3721 204
5824 3232 832
1402 2860 -490
3591 952 594
4794 4488 -697
8082 2882 604
6238 8206 804
5939 6866 -746
3850 8422 -945
376 7873 -709
5649 6498 -841
3799 5797 602
2228 4704 -173
5935 5597 159
5986 20 367
6916 8281 -351
1061 8314 791
3671 7838 -384
4082 2188 787
3676 4110 941
1280 334 781
1652 5245 920
6071 3017 223
1960 4016 -957
1611 4854 -3
4072 7946 830
7459 5575 170
349 1402 401
1531 5680 155
4155 3527 655
3417 507 295
220 7343 759
5733 4890 -913
6867 4471 298
7297 6688 814
624 7946 618
2649 628 -251
7010 5490 -861
1967 1795 714
4749 5618 -584
6527 6532 338
4647 4068 749
850 14 -578
5572 5166 244
8443 5330 94
599 2434 -703
7890 5452 -660
2359 3529 465
3021 6082 591
440 4794 -744
5660 2490 -237
6000 4866 676
4378 3583 -486
4 2884 849
501 5116 -269
6183 5422 -808
5276 1240 113
8264 1935 644
1558 356 947
2144 3056 -716
5553 1623 113
1142 204 852
7873 2768 716
1237 6112 750
6567 3517 -980
5272 8331 460
884 6765 -335
4190 5895 21
1526 5749 303
6978 3701 69
3686 4787 -340
854 4250 -561
3422 3372 -306
5025 4942 549
1903 5089 638
1564 6839 878
659 1772 -515
634 2772 -391
635 4233 -27
7423 5063 -747
2887 359 802
4502 4478 -38
6675 1190 245
617 1245 -715
2415 3164 808
7044 1414 861
5835 814 -435
2607 4161 657
5208 4750 -212
3648 8178 -115
7711 7465 -470
2047 2346 449
4268 4860 -462
1922 1813 33
8416 5116 -137
3781 415 393
5008 626 -237
2294 945 -590
694 5647 635
2404 1712 789
594 5365 -249
2221 3693 -616
4635 6571 374
3131 6466 -138
285 7871 411
7231 6320 527
195 3960 256
8326 7493 -603
5030 2205 296
7728 6221 -98
5539 7978 -709
5360 1141 -264
6016 3523 1000
2624 5771 133
8085 4196 -260
3374 6460 423
5449 7624 12
6467 6485 711
762 3091 -840
8078 3308 -249
4959 8013 -947
2738 8427 770
4962 1247 -239
2810 4029 231
7781 1488 865
372 272 315
1289 1678 451
6076 2397 -208
5820 6196 896
798 5042 -29
697 1887 675
8084 1976 -99
5540 4181 500
7915 6432 776
5061 2372 53
5444 5878 -663
208 8396 428
6526 3004 40
1531 6970 -483
3691 5141 662
4725 6981 -118
4925 8394 -422
2294 6042 -688
6500 3153 82
6846 2951 935
6290 4574 74
8105 6224 -328
3841 7510 -339
1110 4345 -965
6758 3839 -365
4380 2791 -938
3071 5216 -194
898 3607 -340
3175 7858 983
3945 7288 813
2901 578 348
3206 7213 530
7659 7364 775
361 2019 -890
1659 5689 -616
352 170 -295
1622 1401 269
4851 6018 -441
1659 2248 -631
7156 1265 139
1214 1668 633
5208 849 -895
6251 7524 295
129 5944 -736
1152 4569 -385
7504 2005 576
2900 6873 -307
5035 405 899
4388 7447 793
6963 1403 966
8290 5723 22
5858 6700 -200
6057 5641 396
5792 4445 -82
1952 21 -953
1431 6323 -56
3201 6761 -593
4184 6614 -986
6455 135 -268
4240 1341 157
6378 5350 168
6353 187 -86
3512 5620 -283
7864 2197 -177
2582 7650 -761
3128 8091 201
1662 8439 156
1894 6775 771
4476 3960 269
5055 8141 954
2883 4000 -94
2407 5460 711
3443 7814 589
4327 8215 261
7682 2241 188
3275 7858 931
2295 1783 441
7561 3328 165
6168 4303 907
8096 1607 794
7100 2410 764
5209 8140 635
1535 5959 -974
877 4381 -471
6408 3640 307
5133 6276 -463
864 6280 143
7927 8273 559
7881 2470 741
7198 5398 -139
1140 2704 -10
4119 6512 862
2031 425 -757
1293 5138 866
1471 515 -624
2073 501 575
7550 5974 133
1417 6252 867
1287 3946 -574
7994 1133 346
5062 3192 -186
3596 3416 841
369 2010 701
7614 6648 805
4829 1304 -171
1737 2108 -886
1258 7711 829
809 2385 470
1643 6001 -652
5333 6281 139
797 1544 685
4434 848 -268
3297 3637 136
6756 5213 452
7554 4530 -200
6382 1844 612
3782 1829 -365
594 2282 648
6055 8125 781
1299 1362 220
6042 6557 -869
2383 538 93
5110 3557 741
5539 8029 881
2519 2705 964
8210 5370 903
4663 4425 977
4875 929 407
1609 6255 492
842 585 -144
7531 4666 -738
1030 3045 760
3615 8216 -904
3403 5426 -856
4714 5340 924
3276 3600 -317
1844 5500 -664
8097 8349 291
3100 2339 174
3488 7332 785
4430 7876 -821
6479 6090 -623
4172 5172 -605
5454 2955 179
2580 7782 -54
7049 4626 -382
3481 2704 779
6079 3561 453
5628 7865 796
2298 1242 630
898 424 709
256 8283 636
2039 7162 170
6533 4543 325
4362 406 -40
5235 7258 731
3082 2414 -635
2877 6698 -246
4142 5502 -250
2820 7545 263
4243 8077 -814
6287 2984 -476
897 2402 -187
5819 6366 979
5043 3041 336
2181 1607 420
2818 287 211
4777 4802 -789
4288 3288 760
529 2834 59
7864 2093 -53
7912 8035 -560
1753 5794 872
3073 4261 337
706 1587 943
7669 7372 267
5166 6546 416
3463 5206 186
4249 601 359
1124 7781 -699
4422 3688 -864
5465 4268 -534
2491 6809 431
156 3804 -585
1490 8307 355
1857 8292 -920
138 4024 -662
4086 7771 46
2589 2953 144
7323 4538 -416
867 3327 356
2852 7215 90
8195 2714 -640
1537 2574 770
2526 2360 66
5375 1958 272
2363 187 -952
6115 3503 126
6494 2216 -920
2228 1354 -42
1998 6118 746
3125 2620 -851
6863 6348 -752
1522 2694 224
8365 2234 821
6976 7959 879
5622 926 475
1179 4601 -295
6156 7711 934
487 6339 -680
4091 4954 -918
388 5289 506
7301 2317 646
2868 4453 754
2914 620 -451
8310 7431 -698
4863 6894 91
8109 8376 763
3832 3783 -726
4275 6817 -4
1519 2792 374
5140 4641 749
7240 2647 992
514 4591 203
1577 7469 725
2526 5461 -263
5328 7755 950
1127 4203 -702
2802 1974 -503
4716 4795 -710
8157 8048 -723
3899 281 -819
3073 450 305
1753 3130 712
5282 4058 77
6530 1807 -403
6858 1411 -221
3493 3177 440
5006 4771 760
5225 8351 -773
2392 8036 -572
7661 291 -201
3915 1248 249
700 3755 -932
3357 6024 -21
3532 4532 636
8108 3115 -324
5190 914 -902
3377 5765 -951
7855 7175 -663
1087 6392 -9
1289 6780 506
3613 6563 -87
3348 3570 108
5705 7047 -915
3150 2024 129
2510 6833 -737
5791 8028 -639
130 3316 46
701 5824 -757
7328 1176 288
1363 4708 226
1422 3836 -810
449 1537 510
1124 4025 8
8259 8338 268
2470 8374 -374
4879 8210 994
5311 3200 102
2340 1311 739
2423 7945 -286
4779 1208 -806
1029 729 -676
8068 6672 -310
3092 7048 -470
8180 4716 249
6707 1006 -779
4649 2860 219
7151 5663 -956
5075 3337 -749
660 2691 543
1524 7612 639
7533 7959 -613
5871 447 -246
7800 5011 -551
2099 6421 134
1853 8366 803
515 4647 -143
2559 4705 -7
3074 4157 925
1873 1021 856
6992 5642 -646
1983 6192 894
3606 3788 -357
327 3749 155
4581 3044 -563
3544 8178 582
671 3255 -743
6980 1268 -967
154 3655 747
3821 1707 642
2792 7998 -837
5541 6182 -565
3354 5639 -210
3303 7060 -946
8045 4014 356
5909 69 -189
2902 5353 818
904 4945 639
235 6056 -693
3633 5683 -171
3263 5500 362
8368 4001 -915
612 4779 -193
7805 1704 -548
4595 6241 -787
1656 59 948
2007 1095 -532
2454 2104 -5
6223 7224 40
8206 7306 -341
3387 198 468
3651 761 -979
6305 6809 777
2530 3371 944
435 3247 -740
3335 973 -560
3556 2240 -557
2654 2295 -520
7365 2536 -844
6006 8034 646
915 3266 435
3576 3742 -531
2615 7699 -29
2312 7400 -506
1798 3129 -430
3686 1207 551
8244 893 703
4289 6759 231
5881 2947 758
2856 8374 -278
849 4253 277
2993 7556 -526
5009 1924 -739
1936 7578 62
299 1420 -166
7451 4154 -639
5891 4393 170
3429 3886 -858
4144 8072 -669
3866 1259 207
3194 2203 -410
2218 4801 763
3049 6071 839
2988 7276 27
3923 7063 -401
6741 735 26
7021 4860 -6
2737 4247 871
957 1341 -470
2650 7045 -331
5916 4989 -605
635 524 157
6663 3588 -273
6347 4454 768
918 8415 -379
2568 6006 -88
8384 2383 386
1055 2917 892
3984 5117 572
4306 2488 970
3941 6780 -919
6064 573 204
2527 3644 656
5436 5601 -180
1826 3497 561
1999 6886 -628
6947 4986 -602
1096 565 -979
4410 4691 638
8348 6219 933
3956 4245 -430
698 5381 594
1434 3838 713
4874 2582 -699
7888 5487 -288
280 1061 -605
8430 7966 402
4095 3194 962
1515 2207 -8
2640 5045 430
4285 8263 -900
7733 6707 -15
6419 4827 377
7002 2181 -636
2310 6894 -840
4321 1904 804
138 5187 508
3813 7437 -964
7087 1075 -307
461 1788 216
4527 6460 -115
6527 2285 570
5557 6740 -676
4991 5192 114
8120 1913 -28
3515 137 649
5455 3451 800
1616 7858 -48
6461 2859 356
268 3054 156
2378 2077 113
2395 4680 -960
4714 7783 519
4606 4639 -300
8329 6886 -653
4912 2677 -241
231 926 -785
378 4500 341
5488 6480 853
224 2606 727
5556 7615 592
7090 7187 -669
1345 7831 380
1972 1199 649
6098 6871 567
7289 1159 -111
4628 4138 -787
5936 5833 -802
7893 8066 485
5744 107 -625
1402 8411 951
743 980 -22
886 8122 -38
7967 6326 -301
6098 193 794
5523 2802 -480
4172 4433 965
3256 7887 -661
3132 7213 886
4041 6432 -483
3946 2618 -302
4307 6029 -898
3741 1399 180
515 5407 -73
1838 3617 988
1616 5087 526
4758 610 -76
5385 6677 581
551 4016 -249
6089 239 796
628 41 -426
8410 4882 -722
8052 7554 -839
7964 3776 583
6616 1367 -308
3552 690 -122
3687 3562 992
5569 51 947
2226 709 -346
7265 4528 106
961 3666 -641
7622 2116 -263
2739 5077 -959
5803 4094 -975
6214 8402 -812
8355 8034 243
4339 4284 -738
144 5439 -680
309 3295 -62
8199 6707 717
4581 1075 361
593 3897 121
4146 705 -303
7582 114 261
2740 7707 -586
6597 441 -631
1145 4847 75
2732 5556 -801
1059 4945 -263
7198 5268 856
7921 484 90
6900 3185 208
2317 5870 551
226 6513 340
1782 381 802
6545 1438 92
2363 7035 -693
668 7479 722
5708 3595 480
7295 7946 763
1217 2105 -428
5600 3322 894
3570 5980 -516
192 2945 810
8141 3749 -471
8120 2379 212
4776 139 374
7285 588 181
3569 7609 -845
1343 2673 355
112 7082 198
5060 3858 441
6676 873 -499
7584 2178 -929
7646 3729 190
1483 8442 163
2082 4447 -344
2199 2067 -43
7584 6732 -545
3101 7634 740
2046 3326 -266
2733 4737 -285
6743 4860 874
8247 3895 433
6828 1878 -577
885 7419 -216
3831 2075 -19
1094 8149 243
7019 6244 -510
5393 6677 -616
273 838 496
2402 5937 -451
2604 6964 -271
6767 760 533
5176 2827 -662
2891 5913 264
2231 4633 121
7658 2983 685
2168 4409 561
5535 7605 -600
3717 2803 802
4707 3235 872
5012 4211 762
6852 7202 -803
7977 5902 121
2326 6220 829
5463 623 -121
271 5286 18
7564 4822 -740
1710 4147 467
3659 6523 27
7958 7509 898
1055 5698 -854
7199 4981 -857
904 4673 411
5861 1635 326
3326 2290 -260
4520 2161 -14
4953 7531 -43
4308 193 -822
2331 5720 309
6697 1378 250
1976 4717 -726
7415 7953 879
7287 6027 -744
54 3963 -55
2441 6760 -534
6553 7611 649
5986 4889 629
377 6128 931
2283 6149 915
1998 2429 414
5872 3217 468
8162 6150 734
3331 38 -425
4749 2649 -227
5355 1198 459
7221 7586 765
4752 7123 564
3575 599 99
5546 4981 -781
3369 8163 624
2857 4205 -108
6539 1948 147
3432 78 -274
7516 6606 25
461 6057 759
4504 1583 802
3385 6137 -713
1361 3852 713
7810 6829 692
1382 8257 26
1280 3063 -62
7505 667 -441
6085 3536 384
5317 1422 -660
4909 3540 -729
129 3072 1000
287 3909 758
8120 1301 243
1503 4581 -861
7246 5146 -403
6558 5802 -820
2948 1593 -66
6829 1428 22
5129 8346 814
4136 2258 -807
2393 7447 110
3521 4156 519
3356 883 -363
7804 385 -280
6949 5503 213
4098 408 -610
2312 491 880
2079 7264 -951
1640 2021 -339
3883 5313 621
5593 6567 978
1612 5857 -44
1821 5478 -397
3415 5320 -988
7461 2484 -852
2950 7191 199
736 3820 -67
2759 3086 455
6663 2917 987
2056 6127 904
4824 5113 501
6643 3263 113
8258 3179 -587
6507 4204 -999
499 2068 710
3945 240 903
3032 6478 49
7162 7405 556
634 7805 -96
6349 3542 -429
7478 3929 -736
6293 6732 253
3193 4650 -378
4159 1551 -982
2857 590 602
4310 5954 -333
6295 82 1
548 5852 -932
661 4424 -793
1942 8380 464
3464 6982 685
8113 7475 -340
7225 5902 -362
2714 5921 591
3659 4801 565
7227 5354 74
8272 2116 708
5713 6563 -845
2982 1167 189
3692 2909 -9
8239 2697 63
7747 3111 -748
5529 4667 -8
6202 6280 -432
5785 7141 -687
4230 7854 -151
1409 5639 607
1516 7595 -483
7779 8293 803
6277 297 -884
4834 4276 -378
5874 4795 370
4236 5300 -54
6888 1981 -866
1193 5378 592
6691 3974 893
6506 8383 -552
406 4409 -441
8176 2777 -468
6378 6491 -318
7670 1111 -529
4999 2853 591
5204 3431 -257
7586 5886 -748
7674 1500 -247
970 4103 668
1196 6300 -663
791 1240 657
5210 2645 618
856 7136 -278
1446 148 969
2274 3044 -1
8369 8175 246
6235 1361 -675
6113 8132 -92
2689 5478 -817
7285 2247 178
5522 5623 -249
1582 6011 595
8437 6321 599
7057 421 -766
4415 516 -259
1278 6526 -807
6699 6047 654
6437 1581 -35
6026 2389 385
7693 7199 695
